"","candidate_webname","state_postal","cd","year","primary_type","dem_prez_vote","cand_party","inc","quality_cand","win_primary","primary_pct","win_general","general_pct","biography_text","housegov_bio","FECCandID","BIOGUIDE_id"
"2507","Justin Kanew","TN",7,2018,"Open Primary",28.20000076,"Democrat",0,0,1,62.1048337752397,0,32.1014686458268,"Justin Kanew was a two-time contestant on The Amazing Race on CBS with his best friend Zev Glassenberg, the first Amazing Racer ever on the autism spectrum. ""Zev was the amazing, Justin was the race,"" as Zev likes to say. They were recently named among the ""25 Most Unforgettable Teams of All Time"". 

After the race, Justin and Zev were awarded the Hollyrod Champions Award by Holly Robinson Peete and Rodney Peetes Hollyrod 4 Kids Foundation for spreading awareness about autism, and did a series of speaking engagements on behalf of Autism Speaks.

After over a decade in the entertainment industry as a writer/producer of everything from digital content to feature films, including a 6-year stint as Vice President of Production & Development for National Lampoon, Justin and his wife Nicole, a Board Certified Behavioral Analyst for children with mental health issues, wanted to raise their daughter Kaia in a family-friendly, community-oriented environment with a good public school system, and they found what they were looking for in Williamson County. The Kanews brought Kaia, their two dogs, and their cat to College Grove, where they immediately fell in love with the area and planted roots. 

Justin has been outspoken about social and political issues on Twitter for the better part of a decade, where he has accumulated over 13,500 followers. He also hosts a short podcast called ""Get It Got It Good"", which was previously #16 on the iTunes news & politics chart, and once hosted a show called ""Let's Get Digital!"" on TradioV.com with guests such as Terrell Owens, Silicon Valleys Kumail Nanjiani, Veeps Matt Walsh, Amazing Race host Phil Keoghan, Eric Roberts and more.

Justin never intended on a career in politics, but was moved to jump in the fight in light of the recent de-prioritization of Tennessee's most vulnerable, and a deep belief that the people of the 7th District deserve a representative that stands for honesty and accountability.

Like many in Williamson County, The Kanews fell hard and fast for Middle Tennessee, one of the most beautiful places in the country, with some of the nicest people in the country, and they'll be raising Kaia, and any future Kanews, right here in College Grove.","0","H8TN07068",NA
"2508","Bobby Kaple","GA",6,2018,"Open Primary",46.79999924,"Democrat",0,0,0,26.2469455224953,NA,NA,"


Im Bobby Kaple. I live in Milton, Georgia with my wife Rebecca, our twins and our family dog. Some of you know me from the morning newsbut I am now running for Congress.
I get my drive and work ethic from my mother. She started her own company in the 1980s, and through her hard work, innovation, and laser focus on the budget, it became a successful business. She was also battling breast cancer at the time, and her fighting spirit continues to inspire me.
Moms better now, but I needed that fighting spirit when our twins were born prematurely. Both our babies came into the world in Atlanta weighing a little over 3 pounds each. They then spent 17 days at the Neonatal Intensive Care Unit.
Its for my kids, my wife, my mom, and countless neighbors that Ill fight tooth and nail to make sure they are never denied access to affordable healthcare because of their preexisting conditions.
I started my career as a gofer in TV and radio and worked my way up to the anchor desk here in Atlanta. My career has taken me all over this country, but my wife and I knew we wanted to raise our kids right here in Milton.
My wife Rebecca graduated from the University of Georgia thanks to the HOPE Scholarship. These days youll see her on TV more than me as she works with the Braves, Hawks and ACC on FOX Sports South.
Georgia is my home. Like you, I've had it with career politicians which is why Im committed to making this community a better place for not only my children, but for everyone who lives here. In Congress, Ill work with members of both parties to get things done.
Let's work together to end the dysfunction in Washington. I hope you'll join me and my family in this effort.



","0","H8GA06369",NA
"2509","Marcy Kaptur","OH",9,2018,"Open Primary",58.70000076,"Democrat",1,2,1,85.5164740063052,1,67.785217537521,"ABOUT
MEET MARCY
Congresswoman Marcy Kaptur is seeking reelection to the U.S. House of Representatives from Ohio's Ninth Congressional District. The Ninth District stretches along Ohio's Lake Erie coastline from Cleveland to Toledo and includes parts of five counties -- Cuyahoga, Lorain, Erie, Ottawa and Lucas.
The daughter of a Polish-American, working-class family, Marcys life and service mirror the bootstrap, hardworking nature of her district. Her family ran a small grocery and her mother also worked at Champion Spark Plug, where she helped organize the workers into an auto trade union.
Marcy began her public career as an urban policy adviser to President Carter. She and her colleagues crafted numerous bills on housing and urban development, including the Community Reinvestment Act. In 1982, while she was pursuing a Ph.D. at MIT, she was recruited by local Democratic Party leaders to run against the incumbent Republican, whom she defeated in an upset that attracted national attention.
Marcy is the longest serving woman in the House, having served 17 terms. She is currently seventh in seniority among the 435 Members of the House and is the ranking Democrat on the Houses Energy and Water Appropriations Committee.
She uses her experience and seniority on the Appropriations Committee to secure vital federal investments for the Ninth District, focusing on jobs, economic growth, infrastructure and support for veterans and our military.
Marcy has dedicated her career in public service to fighting for workers and businesses that are trying to get a leg up. That includes fighting the special interests in Washington to make sure the federal government is working for the American people, not wealthy donors and lobbyists.
Marcy is a champion for the Midwest in Congress. She is focused on getting big money out of politics, holding Wall Street accountable, fighting against bad trade deals that harm workers and create a race to the bottom for wages, ensuring access to health care for all, and restoring our Great Lakes.
A lifelong resident of Ohio, Marcy is a member of Little Flower Roman Catholic Church and a graduate of St. Ursula Academy. She earned her Bachelor of Arts in history from the University of Wisconsin and a Master of Arts in urban planning from the University of Michigan.
""FIGHTER FOR THE WORKING PEOPLE.""
","0","H2OH09031","K000009"
"2510","Marcy Kaptur","OH",9,2020,"Open Primary",58.8,"Democrat",1,2,1,90.7098247495805,1,63.0743126806119,"MEET MARCY
Congresswoman Marcy Kaptur is seeking reelection to the U.S. House of Representatives from Ohio's Ninth Congressional District. The Ninth District stretches along Ohio's Lake Erie coastline from Cleveland to Toledo and includes parts of five counties -- Cuyahoga, Lorain, Erie, Ottawa and Lucas.

The daughter of a Polish-American, working-class family, Marcys life and service mirror the bootstrap, hardworking nature of her district. Her family ran a small grocery and her mother also worked at Champion Spark Plug, where she helped organize the workers into an auto trade union.

Marcy began her public career as an urban policy adviser to President Carter. She and her colleagues crafted numerous bills on housing and urban development, including the Community Reinvestment Act. In 1982, while she was pursuing a Ph.D. at MIT, she was recruited by local Democratic Party leaders to run against the incumbent Republican, whom she defeated in an upset that attracted national attention.

Marcy is the longest serving woman in the House, having served 17 terms. She is currently seventh in seniority among the 435 Members of the House and is the ranking Democrat on the Houses Energy and Water Appropriations Committee.

She uses her experience and seniority on the Appropriations Committee to secure vital federal investments for the Ninth District, focusing on jobs, economic growth, infrastructure and support for veterans and our military.

Marcy has dedicated her career in public service to fighting for workers and businesses that are trying to get a leg up. That includes fighting the special interests in Washington to make sure the federal government is working for the American people, not wealthy donors and lobbyists.

Marcy is a champion for the Midwest in Congress. She is focused on getting big money out of politics, holding Wall Street accountable, fighting against bad trade deals that harm workers and create a race to the bottom for wages, ensuring access to health care for all, and restoring our Great Lakes.

A lifelong resident of Ohio, Marcy is a member of Little Flower Roman Catholic Church and a graduate of St. Ursula Academy. She earned her Bachelor of Arts in history from the University of Wisconsin and a Master of Arts in urban planning from the University of Michigan.

""FIGHTER FOR THE WORKING PEOPLE.""","0","H2OH09031","K000009"
"2511","Karen Green","FL",7,2022,"Closed Primary",46.7,"Democrat",0,0,1,44.8567759009886,0,41.4658532173455,"Mission
Secure employment opportunities and increase educational opportunities. Secure civil liberties for immigrants and other minority communities. Fight for womens rights, youth development, universal healthcare, religious freedoms, social justice, and climate advocacy.

The Full Story

About
Rev. Dr. Karen R. Green is a successful businesswoman, a respected political strategiest, campaign manager and mediator. A resident of the state for over 25-years she has consistently demonstrated leadership in addressing the pressing socio-political agendas of our time, including, but not limited to, securing civil liberties for immigrants, expanding economic opportunities, expanding educational opportunities, youth development, womens rights, religious freedoms, universal healthcare, social justice and climate advocacy.


Dr. Green currently serves as Vice-Chair of the Florida democratic Party and a former chair of the partys diversity and inclusion committee. She is also an Ambassador-At-Large with the United Nations.


Her political service record includes role as Pledged PLEO Delegate to the DNC 2020 for President-elect Joe Biden; Senior Advisor to the Michael Bloomberg Campaign For President; Field Director for President Obamas presidential election campaigns; Coalition Director for Hillary Clintons presidential primary and general elections 2016; liaison for Democrats Abroad, political advance to the US Territories for President Bill Clinton and presidential candidate Hillary Clinton and state lead for Organize For America (OFA), Dr. Greens passion for service and her strong sense of dedication in responding to critical issues are well recognized and have garnered her many accolades, including a commendation in the Congressional Record Vol 165 No. 43 in honor of Womens History Month (March 11, 2019)


She quotes Marcus Mosiah Garvey, himself a Jamaican National hero and civil rights leader to characterize her motivation. A people without the knowledge of their past history, culture and origin is like a tree without roots.

","0","H2FL08139",NA
"2512","Karen Kolodziej","IL",8,2022,"Open Primary",56.8,"Republican",0,0,0,17.3962067769169,NA,NA,"My name is Karen Kolodziej. I'm a Conservatie Republican running for Congress in the 8th district of Illinois. I'm not a politician, I'm a caretaker for my mother who's on a fixed income. I am just fed up with the arrogance of those in Washington, saying they know what's best for us and doing only what's best for their biggest donors. The gas prices have almost doubled and the food prices have risen sharply. The electric and gas bills are up, everything costs more, and why? Because it's good for someone in Washington D.C. not, We The People.

It really makes me sad to see what's happening to our country. Our nation is in crisis, people are flooding across our southern border. We have no idea who most of these people are. Among them are terrorist, rapists, murderers, and gang members. They are not here for good, they are here to terrorize our citys, town, and communities. Nothing good can come from this. The drugs that are being brought across the southern border are killing our sons, daughters, brothers, sisters, mothers and fathers. The fentanyl in these drugs are being supplied by China.

China is buying up anything they can in the United States. Including politicians. China owns more than 150,000 acres of farmland, they own Smithfields, America's largest pork producer. How is this allowed? Most of our drugs are being produced in China. Over 90% are produced outside the United States. China is not our friend, they want to overtake the U.S. All this happened because our politicians in Washington have sold us down the river, by both Democrats and Republicans. Stop selling America to communist China. America must take back our drug manufacturing. We urgently need Patriots in Washington, not globalist politicians bought off by China or anyone else willing to pay.

America's education system is failing. Our ranking in the world, in math, science, and reading, is abysmal. The inner city schools are the worst, these poor kids are left to teachers who can't seem to teach. More money is given per child, in the inner cities, than in the suburbs, in some cases almost double. With the amount of money that is spent on the education of the poor in the inner city, Why aren't these kids better educated? Why aren't these schools safer? Because this is what Democrats want. They scream about the unfairness of it all, so they can get more funding. The problems never resolve because the funding isn't ever used to teach these kids or make their schools safer. The problems worsen and they get even more funding. The cycle continues.Why not educate those in the inner city? Why not prosecute gun charges? Because if you don't educate people you can control them and if you prosecute them, you might stop the chaos. .You can just blame all the chaos on the cops and inequity. Democrats only care about their constituents, because they are cash cows. Uneducated people won't rise up and demand better. Instead they are led like sheep to slaughter. It's a cycle of poverty, drugs, gangs, and homelessness.When democrats get more funding they are heroes working for those who can't.They let people live on the streets, because it's more funding they can get from the taxpayers. As famously said by a democrat, don't let a good crisis go to waste. This critical race theory is the divisiveness sold to Americans, so people don't look for the real cause. It keeps Democrats in power by dumbing down America. So we see Democrats creating crises because of how lucrative it all is. Their answers are always the same: give more money to these made up programs that just put a bandage on the problem. It's how the liberals launder money, so it always comes back to them. A perfect example is in California: they are spending $2,600 a month to give a homeless person a tent spot in a parking lot. Who's really getting this money? You figure it out!!! Compare a Republican run state to a Democrat run state. Ask questions. Think for yourself. Don't take anyone's word for truth.

Defunding the police, attacking cops. Not prosecuting crimes. How stupid does one have to be to think these are good ideas. Democrats blaming someone else for the crises they create. Keep the crises going, point the fingers elsewhere and it will be too late to see who actually created the problems. In every profession there are bad people. But we don't burn down society to fix it.

These climate change alarmists are putting the cart before the horse. The technologies needed are not even developed yet. Wind farms are ugly, devastating to birds and fish, and are totally unreliable. Solar panels are produced mainly in China and can't produce enough electricity, nor do we have the technology to store the power from solar needed to maintain a city. Electric cars are great, of course they are powered by electricity which is mainly produced by fossil fuels. So gas in the tank or electric, same difference. Biden shut down most of the U.S. gas supply and hurt American workers. The U.S. Produces the cleanest gas in the world while Russia produces the dirtiest. We are now importing dirty gas from Russia to help Putin. If Biden really cares about climate change, why are we using dirty gas? America has done more to lower emissions than any other country, without putting Americans out of work. Let us start putting Americans first.

Biological males competing against women is not only unfair, it's dangerous. Allowing this has set women's rights back to the stone age. Also only women can become pregnant and give birth.

Finally, Covid, the main reason to get rid of our current politicians and bureaucrats. More chaos, More control. More money. Putting money ahead of the lives of Americans. Fauci fought the use of off-label penny drugs, proven to help fight against Covid. They lied and people died. They are still lying, people are still dying. Penny drugs don't make those in Washington money, and worse, the use of penny drugs might stop the chaos..When you are sick and dying, trying something is better than suffering and dying. Government has no business in your doctor's office..Liberals are trying to get absolute control over the American people by mandating shots and masks and taking away our constitutional rights.The choice to vaccinate is between you and your doctor. Liberals scream follow the science, at the same time ignoring science when it comes to natural immunity, masking, the effects of the virus on kids and the effects of masking kids. Dr. Fauci told the truth one time, MASKS DON'T WORK AGAINST AN AIRBORNE VIRUS . Hes been caught lying time and time again. When will he be held accountable for the deaths of over 100,000 americans. He did not get elected, but he certainly is making decisions and getting rich in the process. He helped stop the use of penny drugs, in the fight against covid. He told others to lie about covid being a lab leak. He alone can crush the careers of any researcher. He alone determines who gets grants. How did Dr. Fauci get so powerful?

Our current government doesn't care about the lives of the American people. Since poor people are easier to control, just import them. Just watch the millions pouring across the southern border, who currently have more rights than those who are actual citizens. These people are not tested. There are no mandates for them. They travel through our airports without identification. They have been spreading the virus all over America. Keeping the chaos going.

When I got covid and was so sick, my doctor was not there for me. I asked his office for anything to help fight against Covid, instead I was sternly informed that there wasn't any treatment. I was too sick to help myself. It wasn't until I was hospitalized before I was given drugs to treat covid. Thank God it wasn't too late and I'm still here.

Dont think they won't create a new virus so they can win an election, get rich, and stay in control.","0","H2IL08179",NA
"2513","Karena Apple Feng","CA",9,2022,"Top-Two",55.2,"Democrat",0,0,0,2.47598799634999,NA,NA,"Hello, I am Karena Feng, and Im candidating for the congressional representative of California District 9, this coming 2022 Election. I have been serving, volunteering, and providing my entire life. Whether I see a senior on the street needing help to personally feeding the homeless, Ive always seen others' benefits more important than my own. As long as Im breathing, Ive always fought for children, families, and justice for all, at every opportunity. 

From 1994 to 2013, Ive helped over 200,000 people across California benefit from Traditional Chinese Medicine, by assisting the community whos into TCM and helping others obtain their licensure. Weve provided free education, paid for licensure fees for the applicants, and provided clinical supplies for Licensed operations; in turn, asking the practitioners to offer low-cost or free services for poor or no-income patients and clienteles; so that Americans who cannot receive timely allopathic care for whatever reason can have access to alternatives.

In 2018, I came across families whose homes were raided, and no one responds to their plea of family destruction. Thats when I found out about the corrupted steal-your-child industry. There are too many victimized innocent parents and children that were forced to stay silent. I immediately dived to work and wrote the California Initiative 1895 that helped the previous approximate 500,000 children removed dropped to 40,000 in 2021. 

Additionally, Ive helped with:

Increasing the minimum wage Initiatives to reflect rising inflations; such as gas and food prices.
Incentivizing zero-emission vehicles by eliminating bridge tolls since these vehicles produce happier carbon footprints.
Obtaining grants for K-12 students to have more arts and music in curriculums.
Increasing funding for Pandemic research for schools and workplaces to contribute to consistent healthier environments.
Allocating government online gambling permits profits to housing the homeless.
Allocate vacancy taxes to house the homeless.
Increase benefit coverage for dialysis patients to have optional professional on-site assistance, instead of having to manage the process by him or herself through hard times.
Financially supporting great, respectable, kind, ethical, and compassionate candidates and grassroots helping them win their campaigns.
On-going different constituents' hardships with agencies.
too many to list here...
I continue to battle for the great communities of San Joaquin County and the rest of California. However, getting things done also has us facing problems that are from the inside. We need to identify the root causes of whats causing the repeat issues our current sitting representatives are not doing anything about or allowing negative happenings on their watch for past decades. 

We need to focus on transparency, delivery of results, and benefitting all; not just special interest groups that fund campaigns to get candidates that want the community to serve them instead, into office. Voters are tired of political rhetoric, but rather need a real leader to represent them in getting their voices out and figuring out the best outcome for their families and loved ones so they can start trusting their leaders to have the great lives so that they can finally live up to the American Dream.

","0","H2CA10236",NA
"2514","Karin Norrington-Reaves","IL",1,2022,"Open Primary",70.5,"Democrat",0,0,0,14.1156373878573,NA,NA,"Karin Norington-Reaves is a public servant and change agent with thirty years of experience in job creation, education, advocacy, and community development. 

A third-generation Chicagoan, Karin is the daughter of an Air Force veteran and sheet metal worker father and an entrepreneur- business coach mother. Raised by her mom after her parents divorce, from an early age, she watched her mother advocate for, mentor, and serve others. 

Inspired by her own love of school and the opportunity to serve, Karin joined Teach for America in 1991. Fluent in Spanish, Karin spent the next two years teaching in Compton, CA, immersing herself into the lives of her bilingual elementary school students. During those years, she witnessed the education system fail students and their families; she knew she wanted to help create permanent, long-lasting change. A product of Chicago Public Schools and Northwestern University, Karin would go on to enroll in Southern Methodist Universitys School of Law to begin her journey of breaking down systemic barriers to economic mobility for all.  

Over the next decade, Karin fought for youth and families as a litigator, advocate, non-profit leader, and adjunct law professor, working in the fields of mental health law, community and workforce development, education, and public utility consumer protection. She held roles with the U.S. Department of Justice, the Maryland Attorney Generals Office, the Citizens Utility Board, Teach For America, the City of Chicagos 20th Ward, and the Illinois Department of Commerce and Economic Opportunity. 

In 2010, Karin was tapped to reform workforce development in Cook County. She then transformed a scandal-plagued, inefficient organization and led the merger of three workforce boards into what became the Chicago Cook Workforce Partnership, now the nations most extensive and effective publicly-funded workforce development system. Under her leadership since it began in 2012, The Partnership has focused on connecting people to careers, and businesses to high quality talent, impacting Chicagolands neighborhoods and business communities. 

Among Karins leadership accomplishments in the past decade are the roughly 100,000 people placed into long-lasting careers, and her management of half a billion dollars of economic investments in job training and placement and business development. She has quadrupled the organizations budget from $30M to $128M while receiving awards from numerous local and national groups for her work. 

 Karin recognizes and amplifies the unique, untapped potential of individuals and Chicagoland communities through job placement and occupational training, and has collaborated with more than 2,000 businesses to create jobs in underserved neighborhoods. She is a catalyst for change and leads by serving others, advocating for equity in all economic opportunities in every space she sits in. A teacher at heart, Karin describes watching her mentees and the people she places in jobs as her greatest motivators to keep advocating for change.

Of all her roles Karin considers Mama her most noteworthy title. She is a divorced single mom with a blended family of biological, step, and adopted children. Her parenting journey represents her lifes greatest and most heartbreaking rewards, lessons, and challenges. Karin and her crew  Alex, Rachelle, and their two dogs  live in Chatham. 

","0","H2IL01364",NA
"2515","Karina Lipsman","VA",8,2022,"Open Primary",77.4,"Republican",0,0,1,100,0,24.7601659874468,"
A Product of the American Dream
I arrived in this country as a refugee from Ukraine when it was still part of the Soviet Union with my single mother and grandparents. We didn't speak English, survived on food stamps and lived in low income housing in Baltimore City. I remember my first day at public school, seeing my fellow students recite the Pledge of Allegiance, and not knowing a single word they were saying.



My mother played the role of both parents, while working as a seamstress to make ends meet and attending community college in the evenings to learn English and earn her bookkeeping certificate. Life was not easy but I learned from an early age the meaning of perseverance and hard work. I knew that because of my mothers sacrifices, I had the opportunity to make something of myself. I started working at the age of 14 at a local bagel shop and Ive worked ever since.


American, by choice
As soon as I turned 18, I applied to be an American citizen. At my citizenship ceremony, I recited the most meaningful Pledge of Allegiance of my life and I knew in that moment just how fortunate I was to be given this opportunity that most people around the world can only dream of.


Academically and professionally accomplished
I completed my studies in 3 years with a Bachelor's degree in Economics while working full-time in the financial industry. After graduation, I joined the world of national defense and earned a Master's degree in engineering from The Johns Hopkins University while working full-time. After spending over a decade in the defense and intelligence communities, I voluntarily resigned to run for Congress. 


Why I'm Running
Politicians in our current environment are out of touch and all you see is infighting instead of collaboration. It is my generations time to get involved and change that toxic climate. As an immigrant from an oppressive regime, I dont take the freedoms in this nation for granted. Its my civic duty to get involved and support our society. Thats why Im running for Congress. To set an example of serving my nation, to represent my neighbors, and to leave the system better off for the next generation.



I have lived in Arlington, VA for almost a decade and I am living and experiencing the issues that we are all facing together in our community. As your Congresswoman, I will engage with everyone, regardless of party affiliation to represent your interests. I will prioritize introducing common sense solutions and work across the aisle for our district over engaging in partisan politics. I will advocate for common-sense policies that fight crime, reduce inflation, ease transportation and improve our educational standards.


Common Sense Solutions Before Partisan Politics
As someone with the nation's highest level of security clearance classification, I'm well aware of the external and internal threats facing our country. Our enemies know that we are weaker when we are divided. Lets be honest  there are loud extremists on both sides, who benefit from dividing our country, and we cannot let that happen. Divisive politics are poisonous and we must work together to overcome the gridlock on the critical issues that are facing our country. 



We will not make progress as a country if we immediately dismiss ideas simply because they come from the other side. We cannot demonize our fellow citizens simply because they have a different view. So, unlike some other politicians, I will not go to Congress to play partisan politics. I will prioritize the interests of my district and my country and fight to deliver bipartisan solutions that improve the lives of my constituents.","0","H2VA08152",NA
"2516","Karla Black","CA",6,2022,"Top-Two",57.9,"Republican",0,0,0,2.44963527805739,NA,NA,"I am 37 years old, born and raised in Sacramento, California. I recall when I was younger living in North Highlands, I would walk several miles by myself to my best friend's house. I could stay out all day as long as I returned home before the streetlights came on.  I remember the ice cream truck coming by in the early evening and the long walks in the summertime with neighborhood friends to the community pool; just one dollar to swim.  I drove my first stick-shift car at eleven years old down those streets and knocked on doors for school fundraising programs selling candy.

    I grew up in a multicultural home, with my mother being black and my father being white. This wonderful blend has allowed me to experience several different perspectives growing up

    My African American grandfather, who retired from the Air Force, raised two sons who would serve in the military and two daughters. He also largely raised my two siblings and I.  He instilled in us ethics, morals and manners that I carry with me today. He loved the military, loved our country and while my parents worked and attended college, he cared for us. At a time when black fathers were absent from the household, my grandfather loved the idea of having dinner with family and friends. He also loved having movie nights and would invite the entire block over.   

    It's that same love for family, love for American traditions and love for our country that brings me to this moment. I want to keep my grandfather's memory and his cherished values alive; I want my children to have these same American freedoms and experiences as I did. 

    I will fight for the America I knew growing up; I will fight for us. You can count on me.  This June, you can BET ON BLACK.

","0","H2CA06333",NA
"2517","Karoline Leavitt","NH",1,2022,"Partially-Closed",52.2,"Republican",0,0,1,34.5926548471872,0,45.8859473096702,"I am a proud American, New Hampshire native, daughter, sister, and conservative. I am from a small business family in Rockingham County, and grew up working every summer at our family ice cream stand in Atkinson. My upbringing instilled an unrelenting work ethic and strong sense of personal responsibility in me at a very young age, and it defines who I am  and who I will be as the next Representative for New Hampshires 1st Congressional District.

As a student at Saint Anselm College in Manchester, I played on the womens softball team, founded the Saint Anselm Broadcasting Club, volunteered at the New Hampshire Institute of Politics, and worked at WMUR-TV, traveling across the state to produce shows about New Hampshires rich history. In 2018, I worked tirelessly on an application for a position at the White House to serve the American people and President Donald J. Trump, and I was accepted.

 

At the White House, I worked as a Presidential Writer and later served as an Assistant Press Secretary in the Press Office. I helped prepare Press Secretary Kayleigh McEnany for high-pressure briefings, fought against the biased mainstream media, and proudly helped message President Trumps America First agenda that uplifted the forgotten men and women and small business families like my own.

Following the 2020 election, I worked on Capitol Hill as the Communications Director for Congresswoman and House Republican Conference Chair, Elise Stefanik. I led the Congresswomans messaging as we fought against President Biden, Nancy Pelosi, and the House Democrats radical agenda. I watched in horror as my own Representative, Chris Pappas, continuously voted in lockstep with Nancy Pelosi, abandoning families like my own.

I could no longer sit back and watch as our conservative principles - that make America the greatest country in the world and New Hampshire the best state in the union - fall under attack. Now more than ever, New Hampshire needs a strong, bold, conservative warrior to serve as a firewall between the radical, power-hungry Democrats in Washington and our freedom-loving state. That is why I am running for Congress. The solemn responsibility to represent the Granite State, our beloved home, is personal. I will not let you down.

","0","H2NH01270",NA
"2518","Ronald Karpus III","OH",16,2020,"Open Primary",42.2,"Democrat",0,0,0,32.2501480917322,NA,NA,"Ron and his wife Amanda have lived in the 16th district most of their adult lives, they reside in in Parma Heights. They are a blended family with 6 children, Brady (18), Frankie (14), Hailey (13), Gino (11), Scarlett (8), and Guin (6).

 

Ron is a lifelong Democrat, and an elected member of the Central and Executive Committee of the Democratic Party. Ron ran for a central committee seat, to ensure he was part of a fair endorsement process for any democratic candidates running in Cuyahoga County. 

 

When asked why he decided to run for the US House of Representatives, he had this to say ""My Entire life I have lived in Northeast Ohio, surrounded by the hard-working people in this area. Too often I have seen our elected officials forget about the needs of the people they represent when they head to Washington. While I never thought Id become a politician myself, there comes a time where you can no longer sit back and hope for change. Now is my time to help drive change: with you and for you to better this district for now and generations to come. I must preserve the dream of the future for not only my kids, but children across our nation; the same dream That we enjoyed and took for granted growing up. 

 

Rons work ethic, blue collar roots and skill set, have taken him all across the country; from technician, to site supervisor and more. In 2014, after years of owning a small business, he took a position with a private company in Twinsburg, Ohio. Where he continues to work full time, and campaign after hours.

 

Youll often find Ron out in the community, whether it be coaching youth sports, enjoying a local football game under the lights, or manning the grill for senior night at his alma mater. His favorite community event of the year, is the annual Taste of the Town, benefiting The Parma City Schools Foundation.

 

In Rons free time he likes to sit around the campfire at the familys campsite on the Mahoning River and relax with a Miller lite. He is also a diehard Cleveland sports fan, and never misses a Sunday kickoff. 

 

If youre ready for a representative from the working class, someone who has had to make the decision between dinner and keeping the lights on fighting for Ohio then it's time to elect Ron Karpus III to the US House of Representatives, in Ohios 16th District.","0","H0OH16121",NA
"2519","Meshal Kashifalghita","CA",32,2020,"Top-Two",65.2,"Democrat",0,0,0,7.71237440917426,NA,NA,"Meshal Kash Kashifalghita came to America as young man for brighter hopes and futures.  He graduated from Bonita High school in La Verne, California. 

Kash had an interest in law enforcement even before joining the city of La Verne Police Explorers.  His 21-year law enforcement career began with the District Attorneys office. From there he went to work for the state of California. While working full time Kash earned a Bachelors Degree in Criminal Justice from Cal State, Fullerton, and attended the Abraham Lincoln University School of Law. 

In 2005 Kash enlisted in the Army Reserves with the rank of Specialist, completing 9 months active duty training that year. Following his return to law enforcement he enrolled in the Masters program while attending ROTC at Claremont McKenna College.


Kash commissioned as an officer the United States Army Reserves in 2007. In 2010 Lieutenant Kashifalghita deployed to Afghanistan under Operation Enduring Freedom, where he engaged in Village Stability Operations. His fluency in multiple languages was a benefit to the Army Special Forces unit to which he was attached since he, and they, lived in the village for weeks at a time. The Village Stability Operations program was judged one of the best methods of connecting the people with their provincial government. As Kash puts it, We were winning hearts and minds of the Afghanis one village at a time. He currently holds the rank of Major in the Army Reserves.

Kash is the former President of a California law enforcement union and continues to work in law enforcement for the state of California. He has announced his candidacy for the U.S. House of Representatives from District 32, which consists of the California cities of Avocado Heights, Azusa, Baldwin Park, Covina, Duarte, El Monte, Glendora, Industry, Irwindale, La Puente, La Verne, Monrovia, San Dimas, West Covina, West Puente Valley, and Valinda.

Growing up in the ethnic diversity that is Southern California has taught me that no matter who you pray to or what you look like, you have every right to be here. Everyone deserves to live the American dream, says Kash.  When we succeed, all of the multiple cultures and ethnicities which make up our community will succeed together.  Im running for Congress to help make that happen.

A resident of La Verne, California, Kash and his wife, Nancy are raising a 14-year-old daughter and 11-year-old son.","0","H0CA32341",NA
"2520","Kat Cammack","FL",3,2022,"Closed Primary",42.4,"Republican",1,2,1,85.165744740986,1,62.515049509816,"Kat Cammack, the youngest Republican woman in Congress, never planned to run for office, but big government changed her life forever ten years ago.

Raised by a single mother on a small cattle ranch and working as a third-generation sandblaster, Kat learned the values of grit, hard work, and determination at a very young age. In 2011, Kats family received the devastating news that they lost their ranch due to a failed Obama program and were forced to evict. After being homeless for months and motivated by her recent personal experience with the failures of big government, she pulled herself up by her bootstraps and joined former Rep. Ted Yohos team, leading his campaign to an upset victory in 2012. Kat would go on to serve as the former congressmans deputy chief of staff, earned her master's degree from the United States Naval War College, and started a non-profit called the Grit Foundation, which benefits law enforcement and first responders in North Central Florida.

Kat Cammack, knowing she wanted to continue making a difference for everyday American families like hers, ran for Congress herself in Floridas 3rd District in 2020. She won the seat on a conservative platform of growing jobs, securing our southern border, standing up for law enforcement, defending our Second Amendment, promoting fiscal responsibility, and defending life.

Congresswoman Cammack, now in her first term after going from homeless to the House of Representatives in less than a decade, sits on the Homeland Security Committee, where she also serves as the lead Republican on the Subcommittee for Emergency Preparedness, Response, and Recovery. In addition, Kat is the lone Florida Republican on the House Agriculture Committee. Kat and her husband Matt, who is a firefighter, paramedic, and SWAT medic, proudly call Gainesville, Florida home.

","0","H0FL03175","C001039"
